"","var1","var2","value"
"382","SR-4407","SR-3801",0.155230307010531
"383","SR-4590","SR-3801",0.0414087148818545
"384","SR-4781","SR-3801",0.0735989989482301
"385","SR-5006","SR-3801",0.152846860200402
"386","SR-5849","SR-3801",-0.168166938898382
"387","SR-6021","SR-3801",0.287447014094237
"388","SR-6215","SR-3801",0.330900329083985
"389","SR-6269","SR-3801",0.0101130276266481
"390","SR-6773","SR-3801",-0.0462224640173605
"391","SR-6799","SR-3801",0.0999186987330253
"392","SR-6971","SR-3801",0.46545485185702
"393","SR-6977","SR-3801",0.210910427130238
"394","SR-7255","SR-3801",0.160031134265372
"395","SR-7492","SR-3801",0.355388634419562
"396","SR-7758","SR-3801",0.230402396729241
"397","SR-8607","SR-3801",0.466358033707306
"398","SR-8621","SR-3801",0.420077341499134
"399","SR-8746","SR-3801",0.256051021112551
"400","SR-8929","SR-3801",0.121896071135747
"401","SR-9436","SR-3801",0.102397343691328
"402","SR-9827","SR-3801",0.449832803880697
"403","SR-9907","SR-3801",0.313458209461385
"404","SR-3952","SR-3951",0.270785935926234
"405","SR-3981","SR-3951",0.22174281619515
"406","SR-4407","SR-3951",-0.156526248150993
"407","SR-4590","SR-3951",0.257625748095373
"408","SR-4781","SR-3951",0.149617340480033
"409","SR-5006","SR-3951",-0.0339153311516789
"410","SR-5849","SR-3951",0.0312250518590397
"411","SR-6021","SR-3951",0.141163195711923
"412","SR-6215","SR-3951",0.587779989930322
"413","SR-6269","SR-3951",-0.203491545747989
"414","SR-6773","SR-3951",0.0304731336068598
"415","SR-6799","SR-3951",0.248828958741437
"416","SR-6971","SR-3951",0.437306452438641
"417","SR-6977","SR-3951",0.314644915712848
"418","SR-7255","SR-3951",0.219541784785915
"419","SR-7492","SR-3951",0.137275610603644
"420","SR-7758","SR-3951",0.249524069037665
"421","SR-8607","SR-3951",0.428937511044823
"422","SR-8621","SR-3951",0.631288587110926
"423","SR-8746","SR-3951",0.191089120592493
"424","SR-8929","SR-3951",0.117596117971392
"425","SR-9436","SR-3951",0.364868087194947
"426","SR-9827","SR-3951",0.771836367658911
"427","SR-9907","SR-3951",0.676957744180967
"428","SR-3981","SR-3952",0.389583073668488
"429","SR-4407","SR-3952",-0.108975331251454
"430","SR-4590","SR-3952",-0.279163023396922
"431","SR-4781","SR-3952",0.0549701637250641
"432","SR-5006","SR-3952",-0.080990510298756
"433","SR-5849","SR-3952",0.115390826465779
"434","SR-6021","SR-3952",0.162106672132971
"435","SR-6215","SR-3952",0.244270166970326
"436","SR-6269","SR-3952",0.175602781538018
"437","SR-6773","SR-3952",-0.0900467979845097
"438","SR-6799","SR-3952",-0.196228659519183
"439","SR-6971","SR-3952",0.266342722753095
"440","SR-6977","SR-3952",0.00597848055182537
"441","SR-7255","SR-3952",0.467521816118015
"442","SR-7492","SR-3952",0.353703234402612
"443","SR-7758","SR-3952",0.312859018134526
"444","SR-8607","SR-3952",0.343244993346765
"445","SR-8621","SR-3952",0.370045110969222
"446","SR-8746","SR-3952",-0.0881184715730273
"447","SR-8929","SR-3952",0.10485714449074
"448","SR-9436","SR-3952",0.106772132288083
"449","SR-9827","SR-3952",0.461786436118516
"450","SR-9907","SR-3952",0.375010251397769
"451","SR-4407","SR-3981",-0.0137291252643843
"452","SR-4590","SR-3981",-0.195987589884266
"453","SR-4781","SR-3981",0.371724384446592
"454","SR-5006","SR-3981",0.0292537793528933
"455","SR-5849","SR-3981",-0.0276186925193451
"456","SR-6021","SR-3981",0.289569514423684
"457","SR-6215","SR-3981",0.415174257106781
"458","SR-6269","SR-3981",0.266640550453666
"459","SR-6773","SR-3981",-0.0523625926530066
"460","SR-6799","SR-3981",-0.110993533035625
"461","SR-6971","SR-3981",0.464167502641054
"462","SR-6977","SR-3981",0.022804232332113
"463","SR-7255","SR-3981",0.212921154346749
"464","SR-7492","SR-3981",0.394994511196025
"465","SR-7758","SR-3981",0.236238881157077
"466","SR-8607","SR-3981",0.475637469741423
"467","SR-8621","SR-3981",0.387687511358874
"468","SR-8746","SR-3981",0.254329024846535
"469","SR-8929","SR-3981",0.488808673548245
"470","SR-9436","SR-3981",0.149220702506618
"471","SR-9827","SR-3981",0.414336332134982
"472","SR-9907","SR-3981",0.392428856981701
"473","SR-4590","SR-4407",0.299197676885963
"474","SR-4781","SR-4407",0.139730788314723
"475","SR-5006","SR-4407",0.386103560589039
"476","SR-5849","SR-4407",0.334676337784361
"477","SR-6021","SR-4407",0.232871974117493
"478","SR-6215","SR-4407",0.0302562536432446
"479","SR-6269","SR-4407",0.621257238303189
"480","SR-6773","SR-4407",0.538394095635818
"481","SR-6799","SR-4407",0.278270111338058
"482","SR-6971","SR-4407",0.225990746922026
"483","SR-6977","SR-4407",0.369911101703476
"484","SR-7255","SR-4407",-0.347814590048538
"485","SR-7492","SR-4407",0.0305560875939158
"486","SR-7758","SR-4407",-0.0609122427101994
"487","SR-8607","SR-4407",0.266516755614416
"488","SR-8621","SR-4407",-0.118733530641407
"489","SR-8746","SR-4407",0.225020373294878
"490","SR-8929","SR-4407",0.309492762274387
"491","SR-9436","SR-4407",0.134037597427859
"492","SR-9827","SR-4407",-0.0216300385520774
"493","SR-9907","SR-4407",-0.276993824784649
"494","SR-4781","SR-4590",0.151241794299015
"495","SR-5006","SR-4590",0.446167553595467
"496","SR-5849","SR-4590",0.293520344340602
"497","SR-6021","SR-4590",-0.00996473019516736
"498","SR-6215","SR-4590",0.0981517728193832
"499","SR-6269","SR-4590",0.148338084977763
"500","SR-6773","SR-4590",0.459482928458675
"501","SR-6799","SR-4590",0.499504309419022
"502","SR-6971","SR-4590",0.116479641203687
"503","SR-6977","SR-4590",0.350700293024863
"504","SR-7255","SR-4590",-0.320999606643037
"505","SR-7492","SR-4590",-0.0474410794907581
"506","SR-7758","SR-4590",0.0297873561356591
"507","SR-8607","SR-4590",0.047589389612186
"508","SR-8621","SR-4590",-0.076970445056452
"509","SR-8746","SR-4590",0.316622478979285
"510","SR-8929","SR-4590",0.00234868097031477
"511","SR-9436","SR-4590",0.298620891469992
"512","SR-9827","SR-4590",0.0794739999593723
"513","SR-9907","SR-4590",-0.0669239765228138
"514","SR-5006","SR-4781",0.10171093283061
"515","SR-5849","SR-4781",0.295947493870989
"516","SR-6021","SR-4781",0.369566056786422
"517","SR-6215","SR-4781",0.146098082230076
"518","SR-6269","SR-4781",0.257549243436022
"519","SR-6773","SR-4781",0.248362067281383
"520","SR-6799","SR-4781",0.0250599304624941
"521","SR-6971","SR-4781",0.231559355793497
"522","SR-6977","SR-4781",0.117701536706527
"523","SR-7255","SR-4781",0.204457004350665
"524","SR-7492","SR-4781",0.269783231003799
"525","SR-7758","SR-4781",-0.263040117308908
"526","SR-8607","SR-4781",0.212601622333092
"527","SR-8621","SR-4781",0.366539402644512
"528","SR-8746","SR-4781",0.430147814105116
"529","SR-8929","SR-4781",0.540301776966608
"530","SR-9436","SR-4781",0.325313894297512
"531","SR-9827","SR-4781",0.155962211521482
"532","SR-9907","SR-4781",0.168636050161309
"533","SR-5849","SR-5006",0.137860782932891
"534","SR-6021","SR-5006",0.0556285934539108
"535","SR-6215","SR-5006",-0.138073931820571
"536","SR-6269","SR-5006",0.459668174093951
"537","SR-6773","SR-5006",0.358400739676262
"538","SR-6799","SR-5006",0.526754014342328
"539","SR-6971","SR-5006",0.203438930653538
"540","SR-6977","SR-5006",0.528247997993724
"541","SR-7255","SR-5006",-0.162456521424752
"542","SR-7492","SR-5006",0.166651651296273
"543","SR-7758","SR-5006",-0.0119015584255622
"544","SR-8607","SR-5006",0.156356633479261
"545","SR-8621","SR-5006",-0.229332715625593
"546","SR-8746","SR-5006",0.467196456443892
"547","SR-8929","SR-5006",-0.0135429473241636
"548","SR-9436","SR-5006",0.209347138838339
"549","SR-9827","SR-5006",-0.0291305375198093
"550","SR-9907","SR-5006",-0.264822752635899
"551","SR-6021","SR-5849",0.23212484787879
"552","SR-6215","SR-5849",0.0117287170835025
"553","SR-6269","SR-5849",0.392046256896749
"554","SR-6773","SR-5849",0.516788510021877
"555","SR-6799","SR-5849",-0.10383611116218
"556","SR-6971","SR-5849",0.147394421239638
"557","SR-6977","SR-5849",0.0433659223151819
"558","SR-7255","SR-5849",-0.26406020197056
"559","SR-7492","SR-5849",0.121303535929328
"560","SR-7758","SR-5849",-0.141731794335904
"561","SR-8607","SR-5849",0.24865156080821
"562","SR-8621","SR-5849",-0.146570614794956
"563","SR-8746","SR-5849",0.0567830481118398
"564","SR-8929","SR-5849",0.496623050878178
"565","SR-9436","SR-5849",0.506143206428252
"566","SR-9827","SR-5849",0.206070446439214
"567","SR-9907","SR-5849",-0.0493012490610929
"568","SR-6215","SR-6021",0.15713316427949
"569","SR-6269","SR-6021",0.113616972970477
"570","SR-6773","SR-6021",0.266934569550317
"571","SR-6799","SR-6021",0.010673946116995
"572","SR-6971","SR-6021",0.374210098836004
"573","SR-6977","SR-6021",0.0783990064703364
"574","SR-7255","SR-6021",0.262716021420766
"575","SR-7492","SR-6021",0.492260744419737
"576","SR-7758","SR-6021",-0.0673590629350172
"577","SR-8607","SR-6021",0.393788827136135
"578","SR-8621","SR-6021",0.407967968682
"579","SR-8746","SR-6021",0.0803480828571717
"580","SR-8929","SR-6021",0.289041603061009
"581","SR-9436","SR-6021",0.0803396766471202
"582","SR-9827","SR-6021",0.279827688863521
"583","SR-9907","SR-6021",0.172654217408858
"584","SR-6269","SR-6215",0.0151780932391202
"585","SR-6773","SR-6215",0.000520772304352551
"586","SR-6799","SR-6215",0.143914694883623
"587","SR-6971","SR-6215",0.459631411746777
"588","SR-6977","SR-6215",0.169156878015563
"589","SR-7255","SR-6215",0.105347781118757
"590","SR-7492","SR-6215",0.141387898708068
"591","SR-7758","SR-6215",0.490144810031262
"592","SR-8607","SR-6215",0.30760564360871
"593","SR-8621","SR-6215",0.620995413441297
"594","SR-8746","SR-6215",0.100246771463043
"595","SR-8929","SR-6215",0.389867417159288
